Statistical Period,Global Irradiation (kWh/㎡),Average Temperature(°C),Theoretical Yield (kWh),PV Yield (kWh), Inverter Yield (kWh),Export (kWh),Consumed (kWh),Loss Due to Export Limitation (kWh),Loss Due to Export Limitation(PKR),Revenue (PKR),Device Name
2022-01-01 00:00:00,0.0,12.742,0.0,0.0,0.0,0.24,0.0,0,0,2.784,PC Lahore
2022-01-01 01:00:00,0.0,12.225,0.0,0.0,0.0,0.66,0.0,0,0,7.656,PC Lahore
2022-01-01 02:00:00,0.0,11.842,0.0,0.0,0.0,0.48,0.0,0,0,5.568,PC Lahore
2022-01-01 03:00:00,0.0,10.058,0.0,0.0,0.0,0.89,0.0,0,0,10.324,PC Lahore
2022-01-01 04:00:00,0.0,10.367,0.0,0.0,0.0,0.79,0.0,0,0,9.164,PC Lahore
2022-01-01 05:00:00,0.0,10.342,0.0,0.0,0.0,0.57,0.0,0,0,6.612,PC Lahore
2022-01-01 06:00:00,0.0,10.475,0.0,0.05,0.05,0.2,0.0,0,0,2.32,PC Lahore
2022-01-01 07:00:00,0.034,9.833,11.918,8.76,8.76,8.26,0.5,0,0,95.816,PC Lahore
2022-01-01 08:00:00,0.148,11.65,51.878,37.3,37.3,36.77,0.529999999999994,0,0,426.532,PC Lahore
2022-01-01 09:00:00,0.251,16.642,87.983,66.0,66.0,65.42,0.5799999999999983,0,0,758.872,PC Lahore
2022-01-01 10:00:00,0.322,18.133,112.871,86.48,86.48,85.83,0.6500000000000057,0,0,995.628,PC Lahore
2022-01-01 11:00:00,0.374,18.542,131.098,103.88,103.88,102.89,0.9899999999999949,0,0,1193.524,PC Lahore
2022-01-01 12:00:00,0.473,19.25,165.801,130.39,130.39,129.46,0.9299999999999784,0,0,1501.736,PC Lahore
2022-01-01 13:00:00,0.431,20.258,151.078,111.61,111.61,110.56,1.0499999999999972,0,0,1282.496,PC Lahore
2022-01-01 14:00:00,0.357,20.308,125.139,85.18,85.18,83.97,1.210000000000008,0,0,974.052,PC Lahore
2022-01-01 15:00:00,0.203,19.442,71.158,40.82,40.82,39.48,1.3400000000000034,0,0,457.968,PC Lahore
2022-01-01 16:00:00,0.053,18.275,18.578,9.48,9.48,8.98,0.5,0,0,104.168,PC Lahore
2022-01-01 17:00:00,0.0,16.964,0.0,0.06,0.06,0.02,0.039999999999999994,0,0,0.232,PC Lahore
2022-01-01 18:00:00,0.0,16.192,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-01 19:00:00,0.0,15.242,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-01 20:00:00,0.0,14.942,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-01 21:00:00,0.0,14.308,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-01 22:00:00,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-01 23:00:00,0.0,12.467,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-02 00:00:00,0.0,12.283,0.0,0.0,0.0,0.5,0.0,0,0,5.8,PC Lahore
2022-01-02 01:00:00,0.0,12.092,0.0,0.0,0.0,0.52,0.0,0,0,6.032,PC Lahore
2022-01-02 02:00:00,0.0,12.375,0.0,0.0,0.0,0.54,0.0,0,0,6.264,PC Lahore
2022-01-02 03:00:00,0.0,11.317,0.0,0.0,0.0,0.62,0.0,0,0,7.192,PC Lahore
2022-01-02 04:00:00,0.0,11.025,0.0,0.0,0.0,0.61,0.0,0,0,7.076,PC Lahore
2022-01-02 05:00:00,0.0,10.892,0.0,0.0,0.0,0.61,0.0,0,0,7.076,PC Lahore
2022-01-02 06:00:00,0.0,10.758,0.0,0.08,0.08,0.43,0.0,0,0,4.988,PC Lahore
2022-01-02 07:00:00,0.039,10.55,13.671,10.71,10.71,10.26,0.45000000000000107,0,0,119.016,PC Lahore
2022-01-02 08:00:00,0.108,12.325,37.857,27.55,27.55,27.29,0.26000000000000156,0,0,316.564,PC Lahore
2022-01-02 09:00:00,0.259,15.892,90.787,70.35,70.35,70.72,0.0,0,0,820.352,PC Lahore
2022-01-02 10:00:00,0.387,17.275,135.655,101.88,101.88,101.96,0.0,0,0,1182.736,PC Lahore
2022-01-02 11:00:00,0.501,19.317,175.616,135.07,135.07,135.24,0.0,0,0,1568.784,PC Lahore
2022-01-02 12:00:00,0.515,19.417,180.523,138.05,138.05,137.87,0.18000000000000682,0,0,1599.292,PC Lahore
2022-01-02 13:00:00,0.466,20.258,163.347,116.87,116.87,117.17,0.0,0,0,1359.172,PC Lahore
2022-01-02 14:00:00,0.367,20.092,128.645,83.71,83.71,84.17,0.0,0,0,976.372,PC Lahore
2022-01-02 15:00:00,0.219,19.617,76.766,41.79,41.79,41.58,0.21000000000000085,0,0,482.328,PC Lahore
2022-01-02 16:00:00,0.068,18.525,23.836,13.33,13.33,13.08,0.25,0,0,151.728,PC Lahore
2022-01-02 17:00:00,0.0,17.283,0.0,0.05,0.05,0.38,0.0,0,0,4.408,PC Lahore
2022-01-02 18:00:00,0.0,16.4,0.0,0.0,0.0,0.02,0.0,0,0,0.232,PC Lahore
2022-01-02 19:00:00,0.0,15.367,0.0,0.0,0.0,0.22,0.0,0,0,2.552,PC Lahore
2022-01-02 20:00:00,0.0,14.625,0.0,0.0,0.0,0.28,0.0,0,0,3.248,PC Lahore
2022-01-02 21:00:00,0.0,14.4,0.0,0.0,0.0,0.15,0.0,0,0,1.74,PC Lahore
2022-01-02 22:00:00,0.0,13.967,0.0,0.0,0.0,0.21,0.0,0,0,2.436,PC Lahore
2022-01-02 23:00:00,0.0,13.483,0.0,0.0,0.0,0.45,0.0,0,0,5.22,PC Lahore
2022-01-03 00:00:00,0.0,13.275,0.0,0.0,0.0,0.5,0.0,0,0,5.8,PC Lahore
2022-01-03 01:00:00,0.0,13.117,0.0,0.0,0.0,0.46,0.0,0,0,5.336,PC Lahore
2022-01-03 02:00:00,0.0,12.575,0.0,0.0,0.0,0.38,0.0,0,0,4.408,PC Lahore
2022-01-03 03:00:00,0.0,12.35,0.0,0.0,0.0,0.32,0.0,0,0,3.712,PC Lahore
2022-01-03 04:00:00,0.0,12.142,0.0,0.0,0.0,0.44,0.0,0,0,5.104,PC Lahore
2022-01-03 05:00:00,0.0,11.383,0.0,0.0,0.0,0.11,0.0,0,0,1.276,PC Lahore
2022-01-03 06:00:00,0.0,11.292,0.0,0.04,0.04,0.0,0.04,0,0,0.0,PC Lahore
2022-01-03 07:00:00,0.06,12.067,21.032,13.84,13.84,13.09,0.75,0,0,151.844,PC Lahore
2022-01-03 08:00:00,0.113,14.325,39.61,29.54,29.54,28.17,1.3699999999999974,0,0,326.772,PC Lahore
2022-01-03 09:00:00,0.173,15.092,60.642,45.88,45.88,45.12,0.7600000000000051,0,0,523.392,PC Lahore
2022-01-03 10:00:00,0.191,15.717,66.951,51.79,51.79,51.57,0.21999999999999886,0,0,598.212,PC Lahore
2022-01-03 11:00:00,0.34,16.95,119.18,90.8,90.8,90.99,0.0,0,0,1055.484,PC Lahore
2022-01-03 12:00:00,0.382,18.925,133.902,100.9,100.9,100.83,0.07000000000000739,0,0,1169.628,PC Lahore
2022-01-03 13:00:00,0.344,19.833,120.582,89.36,89.36,89.52,0.0,0,0,1038.432,PC Lahore
2022-01-03 14:00:00,0.179,19.158,62.745,46.61,46.61,46.54,0.07000000000000028,0,0,539.864,PC Lahore
2022-01-03 15:00:00,0.114,18.933,39.96,29.6,29.6,29.54,0.060000000000002274,0,0,342.664,PC Lahore
2022-01-03 16:00:00,0.013,18.058,4.557,3.18,3.18,3.13,0.050000000000000266,0,0,36.308,PC Lahore
2022-01-03 17:00:00,0.0,17.342,0.0,0.01,0.01,0.02,0.0,0,0,0.232,PC Lahore
2022-01-03 18:00:00,0.0,16.675,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-03 19:00:00,0.0,16.475,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-03 20:00:00,0.0,16.358,0.0,0.0,0.0,0.04,0.0,0,0,0.464,PC Lahore
2022-01-03 21:00:00,0.0,16.133,0.0,0.0,0.0,0.16,0.0,0,0,1.856,PC Lahore
2022-01-03 22:00:00,0.0,15.908,0.0,0.0,0.0,0.21,0.0,0,0,2.436,PC Lahore
2022-01-03 23:00:00,0.0,15.475,0.0,0.0,0.0,0.25,0.0,0,0,2.9,PC Lahore
2022-01-04 00:00:00,0.0,14.925,0.0,0.0,0.0,0.59,0.0,0,0,6.844,PC Lahore
2022-01-04 01:00:00,0.0,14.55,0.0,0.0,0.0,0.63,0.0,0,0,7.308,PC Lahore
2022-01-04 02:00:00,0.0,14.217,0.0,0.0,0.0,0.69,0.0,0,0,8.004,PC Lahore
2022-01-04 03:00:00,0.0,13.182,0.0,0.0,0.0,0.74,0.0,0,0,8.584,PC Lahore
2022-01-04 04:00:00,0.0,12.642,0.0,0.0,0.0,1.0,0.0,0,0,11.6,PC Lahore
2022-01-04 05:00:00,0.0,12.475,0.0,0.0,0.0,1.08,0.0,0,0,12.528,PC Lahore
2022-01-04 06:00:00,0.0,12.255,0.0,0.0,0.0,0.59,0.0,0,0,6.844,PC Lahore
2022-01-04 07:00:00,0.014,12.5,4.907,4.57,4.57,4.58,0.0,0,0,53.128,PC Lahore
2022-01-04 08:00:00,0.035,12.708,12.269,11.41,11.41,10.51,0.9000000000000004,0,0,121.916,PC Lahore
2022-01-04 09:00:00,0.072,13.383,25.238,24.64,24.64,23.33,1.3100000000000023,0,0,270.628,PC Lahore
2022-01-04 10:00:00,0.075,14.292,26.29,24.86,24.86,23.96,0.8999999999999986,0,0,277.936,PC Lahore
2022-01-04 11:00:00,0.122,15.583,42.765,40.33,40.33,40.57,0.0,0,0,470.612,PC Lahore
2022-01-04 12:00:00,0.178,16.075,62.394,59.15,59.15,59.54,0.0,0,0,690.664,PC Lahore
2022-01-04 13:00:00,0.194,16.725,68.003,63.15,63.15,63.54,0.0,0,0,737.064,PC Lahore
2022-01-04 14:00:00,0.292,17.158,102.355,86.59,86.59,87.39,0.0,0,0,1013.724,PC Lahore
2022-01-04 15:00:00,0.071,16.783,24.888,22.95,22.95,22.95,0.0,0,0,266.22,PC Lahore
2022-01-04 16:00:00,0.028,15.95,9.815,8.65,8.65,8.83,0.0,0,0,102.428,PC Lahore
2022-01-04 17:00:00,0.0,15.425,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-04 18:00:00,0.0,15.075,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-04 19:00:00,0.0,14.725,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-04 20:00:00,0.0,14.667,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-04 21:00:00,0.0,14.258,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-04 22:00:00,0.0,13.975,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-04 23:00:00,0.0,13.883,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-05 00:00:00,0.0,13.783,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-05 01:00:00,0.0,13.642,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-05 02:00:00,0.0,13.658,0.0,0.0,0.0,0.59,0.0,0,0,6.844,PC Lahore
2022-01-05 03:00:00,0.0,13.467,0.0,0.0,0.0,0.73,0.0,0,0,8.468,PC Lahore
2022-01-05 04:00:00,0.0,13.033,0.0,0.0,0.0,0.8,0.0,0,0,9.28,PC Lahore
2022-01-05 05:00:00,0.0,12.675,0.0,0.0,0.0,0.31,0.0,0,0,3.596,PC Lahore
2022-01-05 06:00:00,0.0,12.75,0.0,0.0,0.0,0.05,0.0,0,0,0.58,PC Lahore
2022-01-05 07:00:00,0.001,13.008,0.351,0.53,0.53,0.51,0.020000000000000018,0,0,5.916,PC Lahore
2022-01-05 08:00:00,0.01,12.967,3.505,2.97,2.97,2.65,0.3200000000000003,0,0,30.74,PC Lahore
2022-01-05 09:00:00,0.061,12.942,21.382,20.75,20.75,18.52,2.2300000000000004,0,0,214.832,PC Lahore
2022-01-05 10:00:00,0.084,13.427,29.445,28.55,28.55,26.9,1.6500000000000021,0,0,312.04,PC Lahore
2022-01-05 11:00:00,0.027,12.95,9.464,8.93,8.93,7.93,1.0,0,0,91.988,PC Lahore
2022-01-05 12:00:00,0.013,12.642,4.557,5.43,5.43,4.89,0.54,0,0,56.724,PC Lahore
2022-01-05 13:00:00,0.014,12.8,4.907,4.78,4.78,4.2,0.5800000000000001,0,0,48.72,PC Lahore
2022-01-05 14:00:00,0.026,12.475,9.114,8.61,8.61,7.7,0.9099999999999993,0,0,89.32,PC Lahore
2022-01-05 15:00:00,0.015,12.383,5.258,4.86,4.86,4.35,0.5100000000000007,0,0,50.46,PC Lahore
2022-01-05 16:00:00,0.003,12.408,1.052,1.06,1.06,0.96,0.10000000000000009,0,0,11.136,PC Lahore
2022-01-05 17:00:00,0.0,12.492,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-05 18:00:00,0.0,12.55,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-05 19:00:00,0.0,12.682,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-05 20:00:00,0.0,12.833,0.0,0.0,0.0,0.05,0.0,0,0,0.58,PC Lahore
2022-01-05 21:00:00,0.0,13.017,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-05 22:00:00,0.0,12.933,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-05 23:00:00,0.0,12.383,0.0,0.0,0.0,0.09,0.0,0,0,1.044,PC Lahore
2022-01-06 00:00:00,0.0,12.233,0.0,0.0,0.0,0.23,0.0,0,0,2.668,PC Lahore
2022-01-06 01:00:00,0.0,12.2,0.0,0.0,0.0,0.07,0.0,0,0,0.812,PC Lahore
2022-01-06 02:00:00,0.0,12.208,0.0,0.0,0.0,0.18,0.0,0,0,2.088,PC Lahore
2022-01-06 03:00:00,0.0,12.283,0.0,0.0,0.0,0.46,0.0,0,0,5.336,PC Lahore
2022-01-06 04:00:00,0.0,12.383,0.0,0.0,0.0,0.31,0.0,0,0,3.596,PC Lahore
2022-01-06 05:00:00,0.0,12.5,0.0,0.0,0.0,0.46,0.0,0,0,5.336,PC Lahore
2022-01-06 06:00:00,0.0,12.533,0.0,0.0,0.0,0.16,0.0,0,0,1.856,PC Lahore
2022-01-06 07:00:00,0.012,12.65,4.206,4.29,4.29,3.72,0.5699999999999998,0,0,43.152,PC Lahore
2022-01-06 08:00:00,0.042,12.925,14.722,14.23,14.23,12.63,1.5999999999999996,0,0,146.508,PC Lahore
2022-01-06 09:00:00,0.057,13.217,19.98,19.59,19.59,17.56,2.030000000000001,0,0,203.696,PC Lahore
2022-01-06 10:00:00,0.097,13.583,34.001,33.28,33.28,31.18,2.1000000000000014,0,0,361.688,PC Lahore
2022-01-06 11:00:00,0.144,14.242,50.476,49.8,49.8,48.3,1.5,0,0,560.28,PC Lahore
2022-01-06 12:00:00,0.123,14.425,43.115,42.66,42.66,40.11,2.549999999999997,0,0,465.276,PC Lahore
2022-01-06 13:00:00,0.07,14.425,24.537,23.88,23.88,21.7,2.1799999999999997,0,0,251.72,PC Lahore
2022-01-06 14:00:00,0.065,14.55,22.784,21.95,21.95,20.09,1.8599999999999994,0,0,233.044,PC Lahore
2022-01-06 15:00:00,0.081,14.483,28.393,27.49,27.49,25.31,2.1799999999999997,0,0,293.596,PC Lahore
2022-01-06 16:00:00,0.021,14.508,7.361,6.9,6.9,6.45,0.4500000000000002,0,0,74.82,PC Lahore
2022-01-06 17:00:00,0.0,14.475,0.0,0.01,0.01,0.0,0.01,0,0,0.0,PC Lahore
2022-01-06 18:00:00,0.0,14.367,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-06 19:00:00,0.0,13.825,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-06 20:00:00,0.0,13.308,0.0,0.0,0.0,0.02,0.0,0,0,0.232,PC Lahore
2022-01-06 21:00:00,0.0,13.083,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-06 22:00:00,0.0,13.058,0.0,0.0,0.0,0.11,0.0,0,0,1.276,PC Lahore
2022-01-06 23:00:00,0.0,12.942,0.0,0.0,0.0,0.02,0.0,0,0,0.232,PC Lahore
2022-01-07 00:00:00,0.0,12.8,0.0,0.0,0.0,0.03,0.0,0,0,0.348,PC Lahore
2022-01-07 01:00:00,0.0,12.583,0.0,0.0,0.0,0.09,0.0,0,0,1.044,PC Lahore
2022-01-07 02:00:00,0.0,12.45,0.0,0.0,0.0,0.18,0.0,0,0,2.088,PC Lahore
2022-01-07 03:00:00,0.0,12.308,0.0,0.0,0.0,0.3,0.0,0,0,3.48,PC Lahore
2022-01-07 04:00:00,0.0,12.025,0.0,0.0,0.0,0.27,0.0,0,0,3.132,PC Lahore
2022-01-07 05:00:00,0.0,11.792,0.0,0.0,0.0,0.06,0.0,0,0,0.696,PC Lahore
2022-01-07 06:00:00,0.0,12.217,0.0,0.0,0.0,0.01,0.0,0,0,0.116,PC Lahore
2022-01-07 07:00:00,0.001,12.317,0.351,0.09,0.09,0.08,0.009999999999999995,0,0,0.928,PC Lahore
2022-01-07 08:00:00,0.006,12.375,2.103,1.0,1.0,0.91,0.08999999999999997,0,0,10.556,PC Lahore
2022-01-07 09:00:00,0.014,12.483,4.907,3.66,3.66,3.27,0.3900000000000001,0,0,37.932,PC Lahore
2022-01-07 10:00:00,0.015,12.7,5.258,4.09,4.09,3.94,0.1499999999999999,0,0,45.704,PC Lahore
2022-01-07 11:00:00,0.029,12.792,10.165,9.35,9.35,9.21,0.1399999999999988,0,0,106.836,PC Lahore
2022-01-07 12:00:00,0.03,13.092,10.516,9.81,9.81,9.02,0.7900000000000009,0,0,104.632,PC Lahore
2022-01-07 13:00:00,0.019,13.275,6.66,5.93,5.93,5.49,0.4399999999999995,0,0,63.684,PC Lahore
2022-01-07 14:00:00,0.015,13.592,5.258,4.3,4.3,3.93,0.36999999999999966,0,0,45.588,PC Lahore
2022-01-07 15:00:00,0.009,13.858,3.155,2.11,2.11,2.16,0.0,0,0,25.056,PC Lahore
2022-01-07 16:00:00,0.007,13.975,2.454,1.9,1.9,2.02,0.0,0,0,23.432,PC Lahore
2022-01-07 17:00:00,0.0,14.058,0.0,0.0,0.0,0.3,0.0,0,0,3.48,PC Lahore
2022-01-07 18:00:00,0.0,14.117,0.0,0.0,0.0,0.18,0.0,0,0,2.088,PC Lahore
2022-01-07 19:00:00,0.0,14.158,0.0,0.0,0.0,0.5,0.0,0,0,5.8,PC Lahore
2022-01-07 20:00:00,0.0,14.383,0.0,0.0,0.0,0.65,0.0,0,0,7.54,PC Lahore
2022-01-07 21:00:00,0.0,14.433,0.0,0.0,0.0,0.92,0.0,0,0,10.672,PC Lahore
2022-01-07 22:00:00,0.0,14.373,0.0,0.0,0.0,0.54,0.0,0,0,6.264,PC Lahore
2022-01-07 23:00:00,0.0,14.433,0.0,0.0,0.0,0.75,0.0,0,0,8.7,PC Lahore
2022-01-08 00:00:00,0.0,13.533,0.0,0.0,0.0,1.95,0.0,0,0,22.62,PC Lahore
2022-01-08 01:00:00,0.0,12.9,0.0,0.0,0.0,2.26,0.0,0,0,26.216,PC Lahore
2022-01-08 02:00:00,0.0,12.908,0.0,0.0,0.0,2.4,0.0,0,0,27.84,PC Lahore
2022-01-08 03:00:00,0.0,12.708,0.0,0.0,0.0,2.25,0.0,0,0,26.1,PC Lahore
2022-01-08 04:00:00,0.0,12.767,0.0,0.0,0.0,2.41,0.0,0,0,27.956,PC Lahore
2022-01-08 05:00:00,0.0,12.942,0.0,0.0,0.0,1.41,0.0,0,0,16.356,PC Lahore
2022-01-08 06:00:00,0.0,12.9,0.0,0.0,0.0,1.0,0.0,0,0,11.6,PC Lahore
2022-01-08 07:00:00,0.006,12.85,2.103,1.52,1.52,1.61,0.0,0,0,18.676,PC Lahore
2022-01-08 08:00:00,0.034,12.725,11.918,11.23,11.23,10.04,1.1900000000000013,0,0,116.464,PC Lahore
2022-01-08 09:00:00,0.093,12.8,32.599,31.82,31.82,28.81,3.0100000000000016,0,0,334.196,PC Lahore
2022-01-08 10:00:00,0.097,12.7,34.001,33.2,33.2,30.86,2.3400000000000034,0,0,357.976,PC Lahore
2022-01-08 11:00:00,0.148,12.417,51.878,51.06,51.06,48.39,2.6700000000000017,0,0,561.324,PC Lahore
2022-01-08 12:00:00,0.22,12.992,77.117,76.28,76.28,73.01,3.269999999999996,0,0,846.916,PC Lahore
2022-01-08 13:00:00,0.134,13.042,46.971,45.72,45.72,42.9,2.8200000000000003,0,0,497.64,PC Lahore
2022-01-08 14:00:00,0.112,13.267,39.259,42.62,42.62,40.14,2.479999999999997,0,0,465.624,PC Lahore
2022-01-08 15:00:00,0.147,13.567,51.528,44.45,44.45,41.42,3.030000000000001,0,0,480.472,PC Lahore
2022-01-08 16:00:00,0.041,13.217,14.372,11.38,11.38,10.26,1.120000000000001,0,0,119.016,PC Lahore
2022-01-08 17:00:00,0.001,12.483,0.351,0.24,0.24,0.23,0.009999999999999981,0,0,2.668,PC Lahore
2022-01-08 18:00:00,0.0,12.225,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-08 19:00:00,0.0,11.717,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-08 20:00:00,0.0,11.867,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-08 21:00:00,0.0,11.733,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-08 22:00:00,0.0,11.583,0.0,0.0,0.0,0.34,0.0,0,0,3.944,PC Lahore
2022-01-08 23:00:00,0.0,11.308,0.0,0.0,0.0,1.04,0.0,0,0,12.064,PC Lahore
2022-01-09 00:00:00,0.0,10.983,0.0,0.0,0.0,0.59,0.0,0,0,6.844,PC Lahore
2022-01-09 01:00:00,0.0,11.164,0.0,0.0,0.0,0.77,0.0,0,0,8.932,PC Lahore
2022-01-09 02:00:00,0.0,11.042,0.0,0.0,0.0,1.34,0.0,0,0,15.544,PC Lahore
2022-01-09 03:00:00,0.0,10.942,0.0,0.0,0.0,1.34,0.0,0,0,15.544,PC Lahore
2022-01-09 04:00:00,0.0,11.3,0.0,0.0,0.0,1.28,0.0,0,0,14.848,PC Lahore
2022-01-09 05:00:00,0.0,11.158,0.0,0.0,0.0,1.07,0.0,0,0,12.412,PC Lahore
2022-01-09 06:00:00,0.0,10.833,0.0,0.06,0.06,0.59,0.0,0,0,6.844,PC Lahore
2022-01-09 07:00:00,0.032,10.608,11.217,10.63,10.63,10.05,0.5800000000000001,0,0,116.58,PC Lahore
2022-01-09 08:00:00,0.127,11.617,44.517,45.69,45.69,44.12,1.5700000000000003,0,0,511.792,PC Lahore
2022-01-09 09:00:00,0.344,14.025,120.582,114.25,114.25,113.81,0.4399999999999977,0,0,1320.196,PC Lahore
2022-01-09 10:00:00,0.483,15.617,169.306,163.05,163.05,162.37,0.6800000000000068,0,0,1883.492,PC Lahore
2022-01-09 11:00:00,0.496,16.7,173.863,163.0,163.0,161.67,1.3300000000000125,0,0,1875.372,PC Lahore
2022-01-09 12:00:00,0.277,16.225,97.097,94.72,94.72,94.52,0.20000000000000284,0,0,1096.432,PC Lahore
2022-01-09 13:00:00,0.202,15.892,70.807,64.94,64.94,65.78,0.0,0,0,763.048,PC Lahore
2022-01-09 14:00:00,0.221,16.508,77.467,70.96,70.96,71.41,0.0,0,0,828.356,PC Lahore
2022-01-09 15:00:00,0.201,16.217,70.457,56.1,56.1,55.59,0.509999999999998,0,0,644.844,PC Lahore
2022-01-09 16:00:00,0.048,15.642,16.825,14.22,14.22,13.3,0.9199999999999999,0,0,154.28,PC Lahore
2022-01-09 17:00:00,0.0,14.725,0.0,0.05,0.05,0.06,0.0,0,0,0.696,PC Lahore
2022-01-09 18:00:00,0.0,14.017,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-09 19:00:00,0.0,13.692,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-09 20:00:00,0.0,13.433,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-09 21:00:00,0.0,13.092,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-09 22:00:00,0.0,12.475,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-09 23:00:00,0.0,11.917,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-10 00:00:00,0.0,11.775,0.0,0.0,0.0,0.14,0.0,0,0,1.624,PC Lahore
2022-01-10 01:00:00,0.0,11.842,0.0,0.0,0.0,0.43,0.0,0,0,4.988,PC Lahore
2022-01-10 02:00:00,0.0,11.842,0.0,0.0,0.0,0.32,0.0,0,0,3.712,PC Lahore
2022-01-10 03:00:00,0.0,11.983,0.0,0.0,0.0,0.61,0.0,0,0,7.076,PC Lahore
2022-01-10 04:00:00,0.0,11.608,0.0,0.0,0.0,0.39,0.0,0,0,4.524,PC Lahore
2022-01-10 05:00:00,0.0,11.433,0.0,0.0,0.0,0.16,0.0,0,0,1.856,PC Lahore
2022-01-10 06:00:00,0.0,10.917,0.0,0.0,0.0,0.05,0.0,0,0,0.58,PC Lahore
2022-01-10 07:00:00,0.013,10.958,4.557,4.3,4.3,3.9,0.3999999999999999,0,0,45.24,PC Lahore
2022-01-10 08:00:00,0.062,11.333,21.733,20.74,20.74,18.72,2.0199999999999996,0,0,217.152,PC Lahore
2022-01-10 09:00:00,0.105,11.642,36.806,35.11,35.11,32.18,2.9299999999999997,0,0,373.288,PC Lahore
2022-01-10 10:00:00,0.181,12.867,63.446,61.6,61.6,60.31,1.2899999999999991,0,0,699.596,PC Lahore
2022-01-10 11:00:00,0.133,14.017,46.62,47.08,47.08,44.42,2.6599999999999966,0,0,515.272,PC Lahore
2022-01-10 12:00:00,0.155,13.758,54.332,52.43,52.43,50.09,2.3399999999999963,0,0,581.044,PC Lahore
2022-01-10 13:00:00,0.118,13.617,41.363,39.04,39.04,36.16,2.8800000000000026,0,0,419.456,PC Lahore
2022-01-10 14:00:00,0.277,14.375,97.097,88.37,88.37,84.25,4.1200000000000045,0,0,977.3,PC Lahore
2022-01-10 15:00:00,0.143,13.9,50.126,44.55,44.55,41.2,3.3499999999999943,0,0,477.92,PC Lahore
2022-01-10 16:00:00,0.047,13.042,16.475,13.9,13.9,12.53,1.370000000000001,0,0,145.348,PC Lahore
2022-01-10 17:00:00,0.001,12.35,0.351,0.25,0.25,0.19,0.06,0,0,2.204,PC Lahore
2022-01-10 18:00:00,0.0,12.45,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-10 19:00:00,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-10 20:00:00,0.0,11.933,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-10 21:00:00,0.0,11.55,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-10 22:00:00,0.0,11.267,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
2022-01-10 23:00:00,0.0,10.808,0.0,0.0,0.0,0.0,0.0,0,0,0.0,PC Lahore
